BILL Number,BILL Title,BILL Owner,BILL Government,READING First Start,READING First End,READING Second Start,READING Second End,READING Third Start,READING Third End,VOTING Start,VOTING END,RESULTS Aye, RESULTS Nay,RESULTS Abs,RESULTS dnv,STATUS Commons,STATUS Lords,STATUS ASSENT
B001,Railway Reform Act 2014,Labour Party,1,29 Jun 2014,7 Jul 2014,8 Jul 2014,11 Jul 2014,N/A,N/A,12 Jul 2014,15 Jul 2014,7,6,0,0,PASS,N/A,PASS
